,id,location,fault_severity,severity_type,resource_type,log_feature,volume,event_type
3509,1097,location 491,0,severity_type 2,resource_type 2,feature 235,1,event_type 34
3510,1380,location 1015,1,severity_type 1,resource_type 8,feature 170,2,event_type 11
3511,9090,location 602,0,severity_type 2,resource_type 8,feature 55,2,event_type 11
3512,11453,location 989,1,severity_type 1,resource_type 8,feature 54,1,event_type 11
3513,14707,location 500,0,severity_type 4,resource_type 2,feature 313,1,event_type 35
3514,17898,location 962,0,severity_type 2,resource_type 8,feature 82,32,event_type 15
3515,2945,location 812,0,severity_type 1,resource_type 8,feature 101,134,event_type 11
3516,12281,location 500,0,severity_type 2,resource_type 2,feature 312,2,event_type 35
3517,17715,location 983,0,severity_type 4,resource_type 2,feature 317,1,event_type 38
3518,12831,location 638,2,severity_type 1,resource_type 2,feature 291,5,event_type 44
3519,14060,location 1065,0,severity_type 4,resource_type 2,feature 317,2,event_type 38
3520,18336,location 962,2,severity_type 2,resource_type 8,feature 82,26,event_type 15
3521,17173,location 902,1,severity_type 1,resource_type 4,feature 273,2,event_type 13
3522,2680,location 662,0,severity_type 1,resource_type 8,feature 54,2,event_type 11
3523,18008,location 1055,0,severity_type 2,resource_type 8,feature 193,3,event_type 15
3524,4938,location 938,0,severity_type 2,resource_type 8,feature 81,2,event_type 11
3525,5353,location 734,2,severity_type 1,resource_type 8,feature 71,9,event_type 54
3526,15332,location 451,0,severity_type 2,resource_type 2,feature 312,4,event_type 34
3527,1543,location 798,1,severity_type 2,resource_type 8,feature 203,3,event_type 15
3528,15728,location 691,1,severity_type 2,resource_type 8,feature 75,4,event_type 11
3529,8938,location 814,0,severity_type 2,resource_type 8,feature 191,2,event_type 11
3530,15912,location 648,1,severity_type 1,resource_type 7,feature 170,1,event_type 11
3531,12686,location 814,0,severity_type 1,resource_type 8,feature 70,9,event_type 11
3532,17977,location 404,1,severity_type 1,resource_type 2,feature 232,1,event_type 34
3533,4758,location 1037,1,severity_type 1,resource_type 8,feature 54,1,event_type 11
3534,9172,location 874,0,severity_type 1,resource_type 2,feature 134,1,event_type 20
3535,15720,location 1097,1,severity_type 1,resource_type 8,feature 68,1,event_type 11
3536,4535,location 1008,0,severity_type 2,resource_type 8,feature 82,21,event_type 15
3537,7140,location 989,1,severity_type 1,resource_type 8,feature 209,4,event_type 11
3538,17936,location 744,1,severity_type 1,resource_type 8,feature 273,3,event_type 11
3539,8044,location 91,0,severity_type 2,resource_type 2,feature 312,1,event_type 34
3540,9104,location 735,0,severity_type 1,resource_type 8,feature 195,6,event_type 11
3541,16804,location 469,0,severity_type 2,resource_type 2,feature 232,52,event_type 35
3542,17955,location 610,2,severity_type 1,resource_type 8,feature 83,2,event_type 11
3543,16199,location 600,1,severity_type 2,resource_type 8,feature 203,4,event_type 15
3544,5692,location 674,2,severity_type 1,resource_type 8,feature 55,4,event_type 11
3545,10044,location 829,0,severity_type 1,resource_type 8,feature 171,1,event_type 11
3546,6504,location 248,1,severity_type 2,resource_type 2,feature 312,2,event_type 34
3547,6647,location 550,0,severity_type 5,resource_type 9,feature 133,1,event_type 30
3548,10956,location 102,0,severity_type 2,resource_type 2,feature 315,1,event_type 35
3549,17065,location 609,0,severity_type 2,resource_type 8,feature 306,3,event_type 23
3550,7842,location 825,1,severity_type 1,resource_type 8,feature 201,2,event_type 15
3551,17344,location 794,0,severity_type 1,resource_type 4,feature 47,4,event_type 14
3552,17535,location 734,2,severity_type 1,resource_type 8,feature 203,25,event_type 11
3553,17943,location 475,0,severity_type 2,resource_type 2,feature 234,11,event_type 34
3554,12257,location 172,1,severity_type 2,resource_type 2,feature 307,1,event_type 35
3555,15343,location 1008,2,severity_type 2,resource_type 8,feature 71,3,event_type 15
3556,17944,location 891,0,severity_type 2,resource_type 8,feature 73,5,event_type 11
3557,15239,location 7,0,severity_type 1,resource_type 8,feature 70,9,event_type 11
3558,16718,location 704,0,severity_type 2,resource_type 8,feature 82,10,event_type 15
3559,13289,location 91,0,severity_type 2,resource_type 2,feature 235,13,event_type 34
3560,13933,location 270,0,severity_type 2,resource_type 2,feature 232,1,event_type 34
3561,2524,location 821,2,severity_type 1,resource_type 2,feature 82,22,event_type 54
3562,1638,location 522,0,severity_type 2,resource_type 2,feature 233,1,event_type 34
3563,4381,location 644,2,severity_type 1,resource_type 2,feature 376,20,event_type 44
3564,67,location 821,0,severity_type 1,resource_type 8,feature 82,2,event_type 15
3565,4266,location 661,1,severity_type 1,resource_type 4,feature 54,9,event_type 20
3566,9699,location 466,0,severity_type 2,resource_type 2,feature 314,11,event_type 35
3567,16297,location 846,2,severity_type 2,resource_type 8,feature 82,18,event_type 15
3568,392,location 810,0,severity_type 2,resource_type 8,feature 82,2,event_type 15
3569,18365,location 240,0,severity_type 2,resource_type 2,feature 312,1,event_type 34
3570,16586,location 1,0,severity_type 1,resource_type 8,feature 80,1,event_type 15
3571,18035,location 557,0,severity_type 1,resource_type 2,feature 361,1,event_type 54
3572,11369,location 838,0,severity_type 2,resource_type 8,feature 68,1,event_type 11
3573,14324,location 883,0,severity_type 1,resource_type 8,feature 68,3,event_type 11
3574,14730,location 687,2,severity_type 1,resource_type 8,feature 62,1,event_type 11
3575,1754,location 423,1,severity_type 1,resource_type 8,feature 181,1,event_type 11
3576,15188,location 767,0,severity_type 1,resource_type 6,feature 245,1,event_type 18
3577,4640,location 1008,2,severity_type 2,resource_type 8,feature 201,1,event_type 15
3578,18184,location 823,0,severity_type 2,resource_type 8,feature 71,4,event_type 15
3579,3553,location 1052,1,severity_type 2,resource_type 8,feature 82,4,event_type 15
3580,12898,location 365,0,severity_type 4,resource_type 2,feature 312,1,event_type 35
3581,1997,location 1100,2,severity_type 1,resource_type 8,feature 82,31,event_type 11
3582,11847,location 772,0,severity_type 1,resource_type 8,feature 191,2,event_type 11
3583,14466,location 684,1,severity_type 2,resource_type 8,feature 203,2,event_type 15
3584,17927,location 504,0,severity_type 2,resource_type 2,feature 232,3,event_type 34
3585,5321,location 95,0,severity_type 2,resource_type 2,feature 307,1,event_type 35
3586,17814,location 878,0,severity_type 1,resource_type 8,feature 195,2,event_type 11
3587,4438,location 417,1,severity_type 1,resource_type 2,feature 312,1,event_type 34
3588,6935,location 812,0,severity_type 1,resource_type 8,feature 55,2,event_type 11
3589,14816,location 769,0,severity_type 2,resource_type 8,feature 54,1,event_type 11
3590,10015,location 714,1,severity_type 1,resource_type 8,feature 306,1,event_type 23
3591,2155,location 155,0,severity_type 2,resource_type 2,feature 227,1,event_type 34
3592,6822,location 9,0,severity_type 2,resource_type 8,feature 71,3,event_type 15
3593,10759,location 994,0,severity_type 2,resource_type 8,feature 73,1,event_type 11
3594,9627,location 531,2,severity_type 1,resource_type 8,feature 205,1,event_type 11
3595,5752,location 7,0,severity_type 1,resource_type 8,feature 70,13,event_type 11
3596,12939,location 1019,1,severity_type 2,resource_type 8,feature 80,1,event_type 15
3597,15293,location 133,1,severity_type 1,resource_type 2,feature 312,1,event_type 34
3598,14092,location 17,1,severity_type 2,resource_type 8,feature 207,1,event_type 11
3599,10553,location 846,2,severity_type 2,resource_type 8,feature 82,10,event_type 15
3600,3501,location 821,1,severity_type 1,resource_type 2,feature 71,4,event_type 54
3601,8620,location 810,2,severity_type 1,resource_type 8,feature 71,44,event_type 15
3602,9139,location 467,0,severity_type 2,resource_type 2,feature 232,1,event_type 35
3603,1878,location 884,0,severity_type 1,resource_type 8,feature 170,2,event_type 11
3604,13330,location 1014,0,severity_type 1,resource_type 8,feature 170,1,event_type 13
3605,10966,location 661,0,severity_type 4,resource_type 7,feature 306,2,event_type 23
3606,3398,location 737,1,severity_type 1,resource_type 8,feature 157,1,event_type 11
3607,12048,location 690,1,severity_type 1,resource_type 8,feature 195,2,event_type 11
3608,9182,location 380,0,severity_type 2,resource_type 2,feature 312,5,event_type 35
3609,9235,location 944,1,severity_type 1,resource_type 8,feature 170,4,event_type 11
3610,905,location 1107,1,severity_type 1,resource_type 8,feature 193,4,event_type 11
3611,6218,location 1030,1,severity_type 2,resource_type 8,feature 170,1,event_type 11
3612,492,location 692,0,severity_type 2,resource_type 8,feature 54,1,event_type 11
3613,6386,location 1096,0,severity_type 1,resource_type 2,feature 135,1,event_type 21
3614,12409,location 149,0,severity_type 2,resource_type 2,feature 307,2,event_type 35
3615,3043,location 1025,0,severity_type 1,resource_type 8,feature 188,1,event_type 11
3616,2906,location 1,0,severity_type 2,resource_type 8,feature 80,1,event_type 15
3617,14626,location 856,1,severity_type 2,resource_type 7,feature 75,2,event_type 23
3618,6036,location 1105,0,severity_type 2,resource_type 8,feature 55,1,event_type 11
3619,10510,location 518,0,severity_type 2,resource_type 2,feature 235,1,event_type 35
3620,12140,location 91,0,severity_type 2,resource_type 2,feature 312,1,event_type 34
3621,16948,location 47,0,severity_type 3,resource_type 2,feature 10,2,event_type 40
3622,11547,location 734,2,severity_type 1,resource_type 8,feature 71,3,event_type 54
3623,9776,location 808,0,severity_type 1,resource_type 8,feature 71,6,event_type 15
3624,1680,location 821,1,severity_type 1,resource_type 8,feature 71,12,event_type 15
3625,17365,location 895,2,severity_type 1,resource_type 2,feature 283,5,event_type 50
3626,5191,location 684,0,severity_type 1,resource_type 8,feature 71,15,event_type 15
3627,11742,location 613,2,severity_type 1,resource_type 8,feature 71,2,event_type 54
3628,13078,location 1019,2,severity_type 2,resource_type 8,feature 203,10,event_type 15
3629,11788,location 886,0,severity_type 1,resource_type 10,feature 345,2,event_type 13
3630,5021,location 972,1,severity_type 1,resource_type 7,feature 225,1,event_type 23
3631,8502,location 245,0,severity_type 2,resource_type 2,feature 312,3,event_type 35
3632,8944,location 760,0,severity_type 1,resource_type 8,feature 170,2,event_type 11
3633,16977,location 501,0,severity_type 2,resource_type 2,feature 315,5,event_type 34
3634,6477,location 282,0,severity_type 2,resource_type 2,feature 307,2,event_type 35
3635,9301,location 600,2,severity_type 2,resource_type 8,feature 203,8,event_type 15
3636,1472,location 479,0,severity_type 2,resource_type 2,feature 234,26,event_type 34
3637,1383,location 17,1,severity_type 1,resource_type 8,feature 54,2,event_type 11
3638,10789,location 135,0,severity_type 2,resource_type 2,feature 313,2,event_type 34
3639,9954,location 128,0,severity_type 2,resource_type 2,feature 313,3,event_type 34
3640,6682,location 600,1,severity_type 1,resource_type 8,feature 82,6,event_type 11
3641,11548,location 519,0,severity_type 1,resource_type 8,feature 181,1,event_type 35
3642,13193,location 266,0,severity_type 2,resource_type 2,feature 307,1,event_type 34
3643,13215,location 942,1,severity_type 1,resource_type 10,feature 273,1,event_type 13
3644,11500,location 932,0,severity_type 2,resource_type 8,feature 80,4,event_type 15
3645,17536,location 505,0,severity_type 2,resource_type 2,feature 232,7,event_type 35
3646,1283,location 380,0,severity_type 2,resource_type 2,feature 232,6,event_type 34
3647,7910,location 1042,2,severity_type 2,resource_type 8,feature 82,12,event_type 15
3648,2688,location 978,1,severity_type 1,resource_type 2,feature 35,1,event_type 11
3649,15320,location 242,0,severity_type 2,resource_type 2,feature 232,2,event_type 35
3650,14942,location 894,0,severity_type 1,resource_type 2,feature 375,39,event_type 42
3651,4352,location 226,0,severity_type 1,resource_type 2,feature 301,1,event_type 35
3652,6012,location 831,1,severity_type 1,resource_type 8,feature 209,1,event_type 11
3653,1321,location 533,0,severity_type 1,resource_type 9,feature 133,3,event_type 28
3654,10573,location 1117,0,severity_type 1,resource_type 8,feature 171,11,event_type 11
3655,13192,location 810,1,severity_type 2,resource_type 8,feature 203,5,event_type 15
3656,14607,location 520,0,severity_type 2,resource_type 2,feature 232,10,event_type 34
3657,18209,location 242,0,severity_type 2,resource_type 2,feature 309,36,event_type 34
3658,371,location 332,0,severity_type 1,resource_type 2,feature 134,2,event_type 20
3659,14163,location 479,0,severity_type 2,resource_type 2,feature 234,16,event_type 35
3660,158,location 533,0,severity_type 5,resource_type 9,feature 133,2,event_type 30
3661,11721,location 455,0,severity_type 2,resource_type 2,feature 232,2,event_type 34
3662,6310,location 1112,0,severity_type 1,resource_type 8,feature 68,3,event_type 11
3663,12398,location 976,0,severity_type 2,resource_type 8,feature 82,14,event_type 15
3664,15931,location 494,0,severity_type 2,resource_type 2,feature 232,129,event_type 35
3665,12390,location 885,0,severity_type 1,resource_type 8,feature 202,2,event_type 11
3666,11711,location 394,1,severity_type 2,resource_type 8,feature 44,1,event_type 34
3667,13280,location 481,0,severity_type 2,resource_type 2,feature 230,21,event_type 34
3668,6365,location 645,0,severity_type 1,resource_type 2,feature 285,9,event_type 46
3669,10040,location 226,1,severity_type 2,resource_type 2,feature 232,1,event_type 34
3670,11570,location 892,1,severity_type 1,resource_type 2,feature 291,2,event_type 43
3671,1509,location 126,0,severity_type 2,resource_type 2,feature 312,9,event_type 34
3672,9508,location 488,0,severity_type 2,resource_type 2,feature 232,3,event_type 35
3673,16190,location 126,0,severity_type 2,resource_type 2,feature 313,3,event_type 35
